tipo_entidad,nombre_tipo_entidad,codigo_entidad,nombre_entidad,fecha_corte,cod_clase,cod_grupo,cod_cuenta,subcuenta,nombre_cuenta_puc,signo_valor,moneda_total_0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,5,42,"CATEGORÍA B RIESGO ACEPTABLE, COMERCIAL",+,677780999.67
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,5,44,"CATEGORÍA C RIESGO APRECIABLE, COMERCIAL",+,3435125508.47
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,5,46,"CATEGORÍA D RIESGO SIGNIFICATIVO, COMERCIAL",+,1092428058.49
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,5,48,"CATEGORÍA E RIESGO DE INCOBRABILIDAD, COMERCIAL",+,8628596668.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,0,COMPONENTE FINANCIERO OPERACIONES DE LEASING FINANCIERO,+,3799128728.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,10,"CATEGORÍA A RIESGO NORMAL, LEASING HABITACIONAL",+,2360019802.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,12,"CATEGORÍA B RIESGO ACEPTABLE, LEASING HABITACIONAL",+,143355548.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,14,"CATEGORÍA C RIESGO APRECIABLE, LEASING HABITACIONAL",+,66533804.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,18,"CATEGORÍA E RIESGO DE INCOBRABILIDAD, LEASING HABITACIONAL",+,36329254.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,20,"CATEGORÍA A RIESGO NORMAL, CONSUMO",+,172311.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,26,"CATEGORÍA D RIESGO SIGNIFICATIVO, CONSUMO",+,29426.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,40,"CATEGORÍA A RIESGO NORMAL, COMERCIAL",+,647856445.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,42,"CATEGORÍA B RIESGO ACEPTABLE, COMERCIAL",+,29632635.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,44,"CATEGORÍA C RIESGO APRECIABLE, COMERCIAL",+,272479310.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,46,"CATEGORÍA D RIESGO SIGNIFICATIVO, COMERCIAL",+,92815993.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,8,48,"CATEGORÍA E RIESGO DE INCOBRABILIDAD, COMERCIAL",+,149904200.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,9,0,DIVIDENDOS Y PARTICIPACIONES,+,7487178476.5
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,9,5,"MATRIZ, FILIALES, SUBSIDIARIAS",+,3215553747.13
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,9,10,OTRAS PERSONAS JURÍDICAS,+,4271624729.37
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,10,0,COMISIONES,+,21150347767.08
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,10,10,CARTAS DE CRÉDITO,+,103678369.02
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,10,25,SERVICIOS BANCARIOS,+,17744116850.64
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,10,70,CUOTAS DE MANEJO DE TARJETAS DE CRÉDITO,+,3296945876.42
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,10,95,OTRAS,+,5606671.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,12,0,ARRENDAMIENTOS,+,2194092828.27
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,12,5,DE BIENES PROPIOS,+,2194092828.27
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,14,0,VENTA DE BIENES Y SERVICIOS,+,13982561.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,14,5,BIENES,+,13982561.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,23,0,CUENTAS ABANDONADAS,+,86190307102.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,23,5,CUENTAS CORRIENTES PRIVADAS ABANDONADAS,+,6599929617.65
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,23,10,CUENTAS CORRIENTES OFICIALES ABANDONADAS,+,4752489437.61
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,23,25,CUENTAS DE AHORRO ORDINARIAS ABANDONAS,+,74837888047.32
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,28,0,DEPÓSITOS,+,352703958.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,28,25,EN GARANTÍA,+,352703958.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,30,0,IMPUESTOS,+,4269877034.39
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,30,10,ANTICIPOS DE IMPUESTOS DE INDUSTRIA Y COMERCIO,+,3006823110.07
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,30,25,SOBRANTES EN LIQUIDACIÓN PRIVADA DE IMPUESTOS,+,146328301.3
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,30,95,OTROS,+,1116725623.02
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,32,0,ANTICIPOS A CONTRATOS Y PROVEEDORES,+,41793738547.24
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,36,0,"PAGOS POR CUENTA DE CLIENTES, VIVIENDA",+,583788908.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,36,5,CATEGORÍA A RIESGO NORMAL,+,267906781.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,36,10,CATEGORÍA B RIESGO ACEPTABLE,+,40556989.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,36,15,CATEGORÍA C RIESGO APRECIABLE,+,49509793.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,36,20,CATEGORÍA D RIESGO SIGNIFICATIVO,+,18685267.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,36,25,CATEGORÍA E RIESGO DE INCOBRABILIDAD,+,207130078.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,37,0,"PAGOS POR CUENTA DE CLIENTES, CONSUMO",+,5736542149.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,37,5,CATEGORÍA A RIESGO NORMAL,+,2846723924.07
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,37,10,CATEGORÍA B RIESGO ACEPTABLE,+,386900258.16
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,37,15,CATEGORÍA C RIESGO APRECIABLE,+,314817016.24
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,37,20,CATEGORÍA D RIESGO SIGNIFICATIVO,+,989203495.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,37,25,CATEGORÍA E RIESGO DE INCOBRABILIDAD,+,1198897454.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,38,0,"PAGOS POR CUENTA DE CLIENTES, MICROCRÉDITO",+,5263367.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,38,5,CATEGORÍA A RIESGO NORMAL,+,2473644.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,38,10,CATEGORÍA B RIESGO ACEPTABLE,+,92881.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,38,15,CATEGORÍA C RIESGO APRECIABLE,+,177204.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,38,20,CATEGORÍA D RIESGO SIGNIFICATIVO,+,290897.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,38,25,CATEGORÍA E RIESGO DE INCOBRABILIDAD,+,2228741.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,39,0,"PAGOS POR CUENTA DE CLIENTES, COMERCIAL",+,858220890.56
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,39,5,CATEGORÍA A RIESGO NORMAL,+,124060002.14
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,39,10,CATEGORÍA B RIESGO ACEPTABLE,+,32283586.33
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,39,15,CATEGORÍA C RIESGO APRECIABLE,+,40031433.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,39,20,CATEGORÍA D RIESGO SIGNIFICATIVO,+,358895163.51
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,39,25,CATEGORÍA E RIESGO DE INCOBRABILIDAD,+,302950705.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,44,0,PROMESAS DE COMPRA VENTA,+,6346114728.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,90,0,DIVERSAS,+,63268156207.85
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,90,10,RECLAMOS A COMPAÑÍAS ASEGURADORAS,+,518999519.14
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,90,95,OTRAS,+,62749156688.71
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,91,0,PROVISIÓN GENERAL DE INTERESES,+,1102045885.71
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,0,"DETERIORO (PROVISIÓN) CUENTAS POR COBRAR, MICROCRÉDITOS",+,17055552.61
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,5,"CATEGORÍA A - CRÉDITO NORMAL, INTERESES",+,339775.17
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,10,"CATEGORÍA B - CRÉDITO ACEPTABLE, INTERESES",+,1780050.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,15,"CATEGORÍA C - CRÉDITO APRECIABLE, INTERESES",+,925127.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,20,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, INTERESES",+,434157.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,25,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, INTERESES",+,10761984.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,30,"CATEGORÍA A - CRÉDITO NORMAL, PAGO POR CUENTA DE CLIENTES",+,24736.44
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,35,"CATEGORÍA B - CRÉDITO ACEPTABLE, PAGO POR CUENTA DE CLIENTES",+,92881.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,40,"CATEGORÍA C - CRÉDITO APRECIABLE, PAGO POR CUENTA DE CLIENTES",+,177204.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,45,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES",+,290897.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,92,50,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES",+,2228741.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,0,DETERIORO (PROVISIÓN) CUENTAS POR COBRAR COMERCIALES,+,11343580810.03
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,52,"CATEGORÍA A - CRÉDITO NORMAL, INTERESES",+,282662325.38
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,53,"CATEGORÍA B - CRÉDITO ACEPTABLE, INTERESES",+,16889993.44
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,54,"CATEGORÍA C - CRÉDITO APRECIABLE, INTERESES",+,412809698.28
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,56,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, INTERESES",+,1056262420.6
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,57,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, INTERESES",+,8628596668.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,62,"CATEGORÍA A- CRÉDITO NORMAL, PAGO POR CUENTA DE CLIENTES",+,1784561.45
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,63,"CATEGORÍA B - CRÉDITO ACEPTABLE, PAGO POR CUENTA DE CLIENTES",+,1203561.21
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,64,"CATEGORÍA C - CRÉDITO APRECIABLE, PAGO POR CUENTA DE CLIENTES",+,21995456.48
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,66,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES",+,358795480.01
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,67,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES",+,302950705.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,76,"CATEGORIA A ¿ RIESGO NORMAL, COMPONENTE FINANCIERO",+,4250554.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,78,"CATEGORIA B ¿ RIESGO ACEPTABLE, COMPONENTE FINANCIERO",+,1133552.54
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,80,"CATEGORIA C ¿ RIESGO APRECIABLE, COMPONENTE FINANCIERO",+,12877086.63
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,82,"CATEGORIA D ¿ RIESGO SIGNIFICATIVO, COMPONENTE FINANCIERO",+,91464544.9
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,94,84,"CATEGORIA E ¿ RIESGO DE INCOBRABILIDAD, COMPONENTE FINANCIERO",+,149904200.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,0,DETERIORO (PROVISIÓN) CUENTAS POR COBRAR DE CONSUMO,+,13456880992.74
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,52,"CATEGORÍA A - CRÉDITO NORMAL, INTERESES",+,1670138821.89
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,53,"CATEGORÍA B - CRÉDITO ACEPTABLE, INTERESES",+,116176652.43
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,54,"CATEGORÍA C - CRÉDITO APRECIABLE, INTERESES",+,877247840.41
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,56,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, INTERESES",+,2444482228.3
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,57,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, INTERESES",+,5882359176.56
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,62,"CATEGORÍA A- CRÉDITO NORMAL, PAGO POR CUENTA DE CLIENTES",+,79501046.31
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,63,"CATEGORÍA B - CRÉDITO ACEPTABLE, PAGO POR CUENTA DE CLIENTES",+,22630597.96
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,64,"CATEGORÍA C - CRÉDITO APRECIABLE, PAGO POR CUENTA DE CLIENTES",+,236572080.37
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,66,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES",+,928842954.03
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,67,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES",+,1198897454.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,76,"CATEGORIA A ¿ RIESGO NORMAL, COMPONENTE FINANCIERO",+,2713.9
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,96,82,"CATEGORIA D ¿ RIESGO SIGNIFICATIVO, COMPONENTE FINANCIERO",+,29426.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,0,DETERIORO (PROVISIÓN) CUENTAS POR COBRAR DE VIVIENDA,+,1753706201.57
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,5,"CATEGORÍA A - CRÉDITO NORMAL, INTERESES",+,114843474.74
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,10,"CATEGORÍA B - CRÉDITO ACEPTABLE, INTERESES",+,561916380.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,15,"CATEGORÍA C - CRÉDITO APRECIABLE, INTERESES",+,308201169.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,20,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, INTERESES",+,28580679.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,25,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, INTERESES",+,151784500.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,30,"CATEGORÍA A - CRÉDITO NORMAL, PAGO POR CUENTA DE CLIENTES",+,2679067.81
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,35,"CATEGORÍA B - CRÉDITO ACEPTABLE, PAGO POR CUENTA DE CLIENTES",+,40556989.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,40,"CATEGORÍA C - CRÉDITO APRECIABLE, PAGO POR CUENTA DE CLIENTES",+,49509793.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,45,"CATEGORÍA D - CRÉDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES",+,18685267.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,50,"CATEGORÍA E - CRÉDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES",+,207130078.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,55,"CATEGORIA A- RIESGO NORMAL, COMPONENTE FINANCIERO LEASING HABITACIONAL",+,23600198.02
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,60,"CATEGORIA B- RIESGO ACEPTABLE COMPONENTE FINANCIERO, LEASING HABITACIONAL",+,143355548.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,65,"CATEGORIA C- RIESGO APRECIABLE, COMPONENTE FINANCIERO, LEASING HABITACIONAL",+,66533804.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,97,75,"CATEGORÍA E-RIESGO DE INCOBRABILIDAD, COMPONENTE FINANCIERO, LEASING HABITACIONAL",+,36329254.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,98,0,DETERIORO (PROVISIONES) OTRAS CUENTAS POR COBRAR,+,18723772962.67
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,98,95,OTRAS,+,18723772962.67
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,99,0,DETERIORO (PROVISIÓN) CUENTAS POR COBRAR COMPONENTE CONTRACÍCLICO INDIVIDUAL,+,1718423804.66
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,99,5,CRÉDITOS Y OPERACIONES DE LEASING DE CONSUMO,+,1510722054.2
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,6,99,15,CRÉDITOS Y OPERACIONES DE LEASING COMERCIAL,+,207701750.46
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,0,0,ACTIVOS MATERIALES,+,596137649204.49
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,0,"PROPIEDAD, PLANTA Y EQUIPO",+,491926247463.6
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,2,TERRENOS,+,120539640257.45
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,4,EDIFICIOS,+,373129242208.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,10,MAQUINARIA,+,207284940.16
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,12,VEHÍCULOS,+,1848025939.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,20,ENSERES Y ACCESORIOS,+,51000460160.43
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,22,EQUIPO DE OFICINA,+,42829747435.87
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,24,EQUIPO INFORMÁTICO,+,152587108472.38
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,26,EQUIPO DE REDES Y COMUNICACIÓN,+,22948758224.86
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,62,"DEPRECIACIÓN Y AGOTAMIENTO PROPIEDAD, PLANTA Y EQUIPO",+,269295142928.42
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,1,64,"DETERIORO PROPIEDAD, PLANTA Y EQUIPO",+,3868877247.08
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,2,0,"PROPIEDAD, PLANTA Y EQUIPO POR DERECHOS DE USO",+,45173634847.91
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,18,0,MEJORAS EN PROPIEDADES AJENAS,+,1218228289.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,18,5,MEJORAS EN PROPIEDADES AJENAS,+,4572316522.22
